time/s,Ewe/V
8106.112647975126,-0.41877648
8106.720847967765,-0.40876269
8108.4436479469,-0.3987608
8118.443647825829,-0.38884923
8128.443647704757,-0.38653171
8138.443647583685,-0.38524884
8148.443647462613,-0.38436309
8158.443647341541,-0.38363382
8168.443647220469,-0.38306496
8178.443647099397,-0.38253042
8188.443646978325,-0.38210663
8198.443646857253,-0.38167518
8208.443646736181,-0.38133919
8218.44364661511,-0.38095742
8228.443646494037,-0.38064051
8238.443646372965,-0.3803618
8248.443646251893,-0.38010216
8258.443646130821,-0.37977383
8268.44364600975,-0.37954092
8278.443645888678,-0.37936148
8288.443645767606,-0.37907892
8298.443645646534,-0.37882313
8308.443645525462,-0.37862077
8318.44364540439,-0.37844515
8328.443645283318,-0.37821606
8338.443645162246,-0.37807098
8348.443645041174,-0.37789536
8358.443644920102,-0.37772354
8368.44364479903,-0.377525
8378.443644677958,-0.37730739
8388.443644556886,-0.37716231
8398.443644435814,-0.3770172
8408.443644314742,-0.37687597
8418.44364419367,-0.37674612
8428.443644072599,-0.37655905
8438.443643951527,-0.37644833
8448.443643830455,-0.37629178
8458.443643709383,-0.3761467
8468.44364358831,-0.37602454
8478.443643467239,-0.37591761
8488.443643346167,-0.37578017
8498.443643225095,-0.37566563
8508.443643104023,-0.37555107
8518.443642982951,-0.37547472
8528.44364286188,-0.37533346
8538.443642740807,-0.37520748
8548.443642619735,-0.37508529
8558.443642498663,-0.37502423
8568.443642377591,-0.37490204
8578.44364225652,-0.37484854
8588.443642135448,-0.37473401
8598.443642014376,-0.37458897
8608.443641893304,-0.3744286
8618.443641772232,-0.37441713
8628.44364165116,-0.37431785
8638.443641530088,-0.37423772
8648.443641409016,-0.37413079
8658.443641287944,-0.37400863
8668.443641166872,-0.37391698
8678.4436410458,-0.37383679
8688.443640924728,-0.37376428
8698.443640803656,-0.37366119
8708.443640682584,-0.37361535
8718.443640561512,-0.37353137
8728.44364044044,-0.37347028
8738.443640319369,-0.37335953
8748.443640198297,-0.37329084
8758.443640077225,-0.37320682
8768.443639956153,-0.37308848
8778.44363983508,-0.37309992
8788.443639714009,-0.37300065
8798.443639592937,-0.37293193
8808.443639471865,-0.37287086
8818.443639350793,-0.37274867
8828.443639229721,-0.37270287
8838.44363910865,-0.37262648
8848.443638987577,-0.37255394
8858.443638866505,-0.37253869
8868.443638745433,-0.37249669
8878.443638624361,-0.37242416
8888.44363850329,-0.37237069
8898.443638382218,-0.37228286
8908.443638261146,-0.37222943
8918.443638140074,-0.37216452
8928.443638019002,-0.37208053
8938.44363789793,-0.37206525
8948.443637776858,-0.37201181
8958.443637655786,-0.37194309
8968.443637534714,-0.37191254
8978.443637413642,-0.37184379
8988.44363729257,-0.37179035
8998.443637171498,-0.37174836
9008.443637050426,-0.37164143
9018.443636929354,-0.37163383
9028.443636808282,-0.37156129
9038.443636687212,-0.37150401
9048.44363656614,-0.37139711
9058.443636445068,-0.37135512
9068.443636323997,-0.37132835
9078.443636202925,-0.37129021
9088.443636081853,-0.37117946
9098.44363596078,-0.37116799
9108.443635839709,-0.37106872
9118.443635718637,-0.37103823
9128.443635597563,-0.37098092
9138.443635476491,-0.37091219
9148.44363535542,-0.37083584
9158.443635234347,-0.37085113
9168.443635113275,-0.37077475
9178.443634992203,-0.37071365
9188.443634871132,-0.37064111
9198.44363475006,-0.37064877
9208.443634628988,-0.37059531
9218.443634507916,-0.37054569
9228.443634386844,-0.37048078
9238.443634265772,-0.37042731
9248.4436341447,-0.37037769
9258.443634023628,-0.37031659
9268.443633902556,-0.3702746
9278.443633781484,-0.37020588
9288.443633660412,-0.37022114
9298.44363353934,-0.37014097
9308.443633418268,-0.3700875
9318.443633297196,-0.37007606
9328.443633176124,-0.36998826
9338.443633055052,-0.36992335
9348.44363293398,-0.36991951
9358.443632812909,-0.36987752
9368.443632691837,-0.36980879
9378.443632570765,-0.36978206
9388.443632449693,-0.36973244
9398.44363232862,-0.36972097
9408.443632207547,-0.36966753
9418.443632086475,-0.36959499
9428.443631965403,-0.36959499
9438.443631844331,-0.36955681
9448.44363172326,-0.36950335
9458.443631602187,-0.36939648
9468.443631481116,-0.36938119
9478.443631360044,-0.36933917
9488.443631238972,-0.36933157
9498.443631117902,-0.3692323
9508.44363099683,-0.36919793
9518.443630875758,-0.36914828
9528.443630754686,-0.369091
9538.443630633614,-0.36909863
9548.443630512542,-0.36899939
9558.44363039147,-0.36888865
9568.443630270398,-0.36891156
9578.443630149326,-0.36890775
9588.443630028254,-0.3688581
9598.443629907182,-0.3687894
9608.44362978611,-0.36877412
9618.443629665038,-0.36866722
9628.443629543966,-0.36866722
9638.443629422894,-0.36865196
9648.443629301824,-0.36859083
9658.443629180752,-0.36858705
9668.44362905968,-0.36853358
9678.443628938609,-0.36847249
9688.443628817537,-0.36848015
9698.443628696465,-0.36838087
9708.443628575393,-0.36840761
9718.44362845432,-0.36832359
9728.443628333249,-0.36831596
9738.443628212175,-0.3682625
9748.443628091103,-0.36823198
9758.443627970031,-0.36817086
9768.44362784896,-0.36810598
9778.443627727887,-0.36808306
9788.443627606815,-0.36803344
9798.443627485743,-0.36806017
9808.443627364672,-0.36801052
9818.4436272436,-0.36794946
9828.443627122528,-0.36786541
9838.443627001456,-0.36784637
9848.443626880384,-0.36783871
9858.443626759312,-0.36778143
9868.44362663824,-0.36772799
9878.443626517168,-0.3676669
9888.443626396096,-0.36767069
9898.443626275024,-0.36762106
9908.443626153952,-0.36757144
9918.44362603288,-0.36757144
9928.443625911808,-0.3674989
9938.443625790736,-0.36745691
9948.443625669664,-0.36741108
9958.443625548593,-0.36741492
9968.44362542752,-0.36735383
9978.443625306449,-0.367392
9988.443625185377,-0.36730036
9998.443625064305,-0.3672851
10008.44362494323,-0.36721256
10018.44362482216,-0.36718965
10028.44362470109,-0.36711329
10038.44362458002,-0.36708274
10048.44362445895,-0.36711711
10058.44362433787,-0.36706364
10068.4436242168,-0.36704454
10078.44362409573,-0.36696056
10088.44362397466,-0.36698729
10098.44362385359,-0.36693001
10108.44362373251,-0.36685747
10118.44362361144,-0.36689183
10128.44362349037,-0.3668651
10138.4436233693,-0.36682311
10148.44362324823,-0.36680785
10158.44362312715,-0.36678112
10168.44362300608,-0.36675057
10178.44362288501,-0.36674291
10188.44362276394,-0.36671239
10198.44362264287,-0.36664748
10208.44362252179,-0.36658642
10218.44362240072,-0.36659023
10228.44362227965,-0.3665635
10238.44362215858,-0.36650622
10248.44362203751,-0.36647567
10258.44362191643,-0.36644131
10268.44362179536,-0.36644131
10278.44362167429,-0.36639932
10288.44362155322,-0.3663497
10298.44362143215,-0.36634204
10308.44362131107,-0.36625805
10318.44362119,-0.3662084
10328.44362106893,-0.36623514
10338.44362094786,-0.36617789
10348.44362082679,-0.36613968
10358.44362070572,-0.36613968
10368.44362058464,-0.36612824
10378.44362046357,-0.36604807
10388.4436203425,-0.36607096
10398.44362022143,-0.3659946
10408.44362010036,-0.36601749
10418.44361997928,-0.36596024
10428.44361985821,-0.36590299
10438.44361973714,-0.36594498
10448.44361961607,-0.36591059
10458.443619495,-0.36590296
10468.44361937392,-0.36586481
10478.44361925285,-0.36583424
10488.44361913178,-0.36586097
10498.44361901071,-0.36579224
10508.44361888964,-0.36581135
10518.44361876856,-0.36575407
10528.44361864749,-0.3657617
10538.44361852642,-0.36572352
10548.44361840535,-0.36569679
10558.44361828428,-0.36565861
10568.4436181632,-0.36564335
10578.44361804213,-0.36557081
10588.44361792106,-0.36558607
10598.44361779999,-0.36554024
10608.44361767892,-0.36555934
10618.44361755784,-0.36550593
10628.44361743677,-0.36542952
10638.4436173157,-0.36538756
10648.44361719463,-0.36538756
10658.44361707356,-0.36534169
10668.44361695249,-0.36534172
10678.44361683141,-0.3652539
10688.44361671034,-0.3652539
10698.44361658927,-0.3652119
10708.4436164682,-0.36520046
10718.44361634713,-0.36516228
10728.44361622605,-0.36513937
10738.44361610498,-0.36510882
10748.44361598391,-0.36501721
10758.44361586284,-0.36505538
10768.44361574177,-0.36502865
10778.44361562069,-0.3649714
10788.44361549962,-0.36494464
10798.44361537855,-0.36490649
10808.44361525748,-0.36490265
10818.44361513641,-0.36486831
10828.44361501533,-0.364811
10838.44361489426,-0.36481866
10848.44361477319,-0.36475757
10858.44361465212,-0.36474612
10868.44361453105,-0.36477667
10878.44361440997,-0.3647041
10888.4436142889,-0.36468884
10898.44361416783,-0.36470795
10908.44361404676,-0.36466977
10918.44361392569,-0.36463156
10928.44361380461,-0.36462393
10938.44361368354,-0.36462012
10948.44361356247,-0.36457431
10958.4436134414,-0.36453229
10968.44361332033,-0.3645094
10978.44361319926,-0.3644903
10988.44361307818,-0.36446741
10998.44361295711,-0.36443686
11008.44361283604,-0.36440632
11018.44361271497,-0.36433378
11028.4436125939,-0.3643223
11038.44361247282,-0.36436814
11048.44361235175,-0.36433375
11058.44361223068,-0.36431849
11068.44361210961,-0.36426505
11078.44361198854,-0.36425743
11088.44361186746,-0.36420393
11098.44361174639,-0.3642078
11108.44361162532,-0.36409706
11118.44361150425,-0.36403215
11128.44361138318,-0.36405504
11138.4436112621,-0.36399013
11148.44361114103,-0.36393288
11158.44361101996,-0.36390236
11168.44361089889,-0.36393288
11178.44361077782,-0.36387181
11188.44361065674,-0.36384508
11198.44361053567,-0.36382598
11208.4436104146,-0.36382216
11218.44361029353,-0.36379161
11228.44361017246,-0.36377633
11238.44361005138,-0.36375344
11248.44360993031,-0.36374578
11258.44360980924,-0.36373052
11268.44360968817,-0.36372671
11278.4436095671,-0.36366564
11288.44360944603,-0.36363125
11298.44360932495,-0.36358926
11308.44360920388,-0.3636198
11318.44360908281,-0.36357397
11328.44360896174,-0.36356634
11338.44360884067,-0.36355105
11348.44360871959,-0.36350906
11358.44360859852,-0.36350906
11368.44360847745,-0.36349761
11378.44360835638,-0.36347088
11388.44360823531,-0.36337927
11398.44360811423,-0.3633678
11408.44360799316,-0.36335635
11418.44360787209,-0.36336017
11428.44360775102,-0.36332202
11438.44360762995,-0.36330673
11448.44360750887,-0.36330292
11458.4436073878,-0.36324945
11468.44360726673,-0.36323416
11478.44360714566,-0.36314255
11488.44360702459,-0.36318839
11498.44360690351,-0.36309671
11508.44360678244,-0.36307383
11518.44360666137,-0.36306238
11528.4436065403,-0.36300892
11538.44360641923,-0.3630051
11548.44360629815,-0.36302036
11558.44360617708,-0.36290964
11568.44360605601,-0.36294782
11578.44360593494,-0.3628791
11588.44360581387,-0.36284092
11598.4436056928,-0.3628715
11608.44360557172,-0.36278364
11618.44360545065,-0.36272639
11628.44360532958,-0.36277983
11638.44360520851,-0.36270729
11648.44360508744,-0.36273021
11658.44360496636,-0.36266148
11668.44360484529,-0.36264238
11678.44360472422,-0.36264238
11688.44360460315,-0.36262712
11698.44360448208,-0.36264622
11708.443604361,-0.36261949
11718.44360423993,-0.36253932
11728.44360411886,-0.36253166
11738.44360399779,-0.36248967
11748.44360387672,-0.3625164
11758.44360375564,-0.3624897
11768.44360363457,-0.36241332
11778.44360351349,-0.36242095
11788.44360339241,-0.36235604
11798.44360327134,-0.36239803
11808.44360315027,-0.36235222
11818.4436030292,-0.36232167
11828.44360290813,-0.36227205
11838.44360278705,-0.36219949
11848.44360266598,-0.36218426
11858.44360254491,-0.36213461
11868.44360242384,-0.36209643
11878.44360230277,-0.36212313
11888.44360218169,-0.3620697
11898.44360206062,-0.36210406
11908.44360193955,-0.36198187
11918.44360181848,-0.36195514
11928.44360169741,-0.36192459
11938.44360157633,-0.36196277
11948.44360145526,-0.36186734
11958.44360133419,-0.36185589
11968.44360121312,-0.36187497
11978.44360109205,-0.36183679
11988.44360097098,-0.36184442
11998.4436008499,-0.36177954
12008.44360072883,-0.36172989
12018.44360060776,-0.36171845
12028.44360048669,-0.36171079
12038.44360036562,-0.36168408
12048.44360024454,-0.36163825
12058.44360012347,-0.36163443
12068.4436000024,-0.3615886
12078.44359988133,-0.36161914
