Ewe/V,<I>/mA
-0.46704981,-0.0004858820466324687
-0.46735969,-0.000483692551117406
-0.46787021,-0.0004800484291115018
-0.46836713,-0.0004771929833859082
-0.46888858,-0.0004751859387060551
-0.46939063,-0.0004737907567889336
-0.46987829,-0.0004728457537297795
-0.47036445,-0.0004721045573171938
-0.4708671,-0.0004718066887747854
-0.47137812,-0.0004719079174214519
-0.47188863,-0.0004720787833152641
-0.47237542,-0.0004725892051485256
-0.4728725,-0.0004730617015243129
-0.47338045,-0.0004736651325974544
-0.47386846,-0.0004746218134242686
-0.47434953,-0.0004759176248356832
-0.47485507,-0.0004771400642008886
-0.47535479,-0.0004782248854974519
-0.47586638,-0.000479394908122939
-0.47635618,-0.000480702892942917
-0.47687325,-0.0004824109955397626
-0.47738174,-0.000484322563491949
-0.47787505,-0.0004861610795395994
-0.47837713,-0.0004874979002596333
-0.47886139,-0.000488922639811386
-0.47936416,-0.000490705528473306
-0.47987723,-0.0004926781939839516
-0.48035362,-0.0004947811832809942
-0.48087922,-0.0004967603034418531
-0.48136538,-0.0004985639415747752
-0.48190033,-0.0005003250067535129
-0.48239136,-0.0005023519243641892
-0.48287371,-0.000504627863375828
-0.48335624,-0.0005068184702934185
-0.48385432,-0.0005087072882748473
-0.48435086,-0.0005108341377274821
-0.48483765,-0.0005129804079384206
-0.48534316,-0.0005150526854709745
-0.48583099,-0.0005172487519842055
-0.48635536,-0.0005195147279192926
-0.48684126,-0.0005216398134911693
-0.48734716,-0.0005239131677862354
-0.48784754,-0.0005261349791301955
-0.48835853,-0.0005281901872135862
-0.48886865,-0.000530559234701084
-0.489355,-0.0005330055026678132
-0.48986152,-0.0005352682091378704
-0.49036166,-0.0005376172937556264
-0.49084914,-0.0005401167363743272
-0.49136558,-0.0005426445208690381
-0.49185005,-0.0005448652276822102
-0.49233541,-0.0005468034004395064
-0.49284124,-0.000549112257902851
-0.49334165,-0.0005516076416151264
-0.49386027,-0.0005539179399891986
-0.49435642,-0.0005562357206077588
-0.49486354,-0.0005587306400735136
-0.4953489,-0.0005609074720538319
-0.4958494,-0.0005631487713032039
-0.49634117,-0.0005657125581179836
