time/s,Ewe/V
7977.18564953607,-0.19424766
7977.626649530721,-0.18423387
7981.461049484307,-0.17422336
7991.461049363235,-0.17395228
8001.461049242163,-0.17393321
8011.461049121091,-0.17392558
8021.46104900002,-0.1738683
8031.461048878948,-0.17384538
8041.461048757876,-0.17381866
8051.461048636804,-0.1737843
8061.461048515732,-0.17373085
8071.46104839466,-0.17368884
8081.461048273588,-0.17369266
8091.461048152516,-0.17366213
8101.461048031444,-0.17362775
8111.461047910372,-0.17358194
8121.4610477893,-0.17354758
8131.461047668228,-0.17351322
8141.461047547156,-0.17347886
8151.461047426084,-0.17347504
8161.461047305012,-0.17340632
8171.461047183941,-0.17341778
8181.461047062869,-0.17335668
8191.461046941797,-0.17330705
8201.46104682071,-0.17334905
8211.461046699638,-0.17331468
8221.461046578566,-0.17332996
8231.461046457494,-0.17330705
8241.461046336422,-0.17331086
8251.46104621535,-0.17328031
8261.461046094279,-0.17326505
8271.461045973207,-0.17320777
8281.461045852135,-0.17320777
8291.461045731063,-0.17321159
8301.46104560999,-0.17323069
8311.461045488919,-0.17326887
8321.461045367847,-0.17322305
8331.461045246775,-0.17322686
8341.461045125703,-0.17324597
8351.461045004631,-0.17324978
8361.46104488356,-0.17324595
8371.461044762487,-0.17329177
8381.461044641415,-0.17333759
8391.461044520343,-0.17330705
8401.461044399271,-0.17335668
8411.4610442782,-0.17332232
8421.461044157128,-0.17334522
8431.461044036056,-0.17336814
8441.461043914984,-0.17338341
8451.461043793912,-0.17333378
8461.46104367284,-0.1734025
8471.461043551768,-0.17336813
8481.461043430696,-0.17342541
8491.461043309624,-0.17344068
8501.461043188552,-0.17344068
8511.46104306748,-0.17340632
8521.461042946408,-0.17348267
8531.461042825336,-0.17352086
8541.461042704264,-0.17353995
8551.461042583192,-0.17355904
8561.46104246212,-0.17358576
8571.461042341049,-0.17363922
8581.461042219977,-0.17363158
8591.461042098905,-0.1735934
8601.461041977833,-0.17359722
8611.46104185676,-0.17359722
8621.461041735689,-0.1735972
8631.461041614617,-0.17364304
8641.461041493545,-0.17358576
8651.461041372473,-0.17360105
8661.461041251401,-0.17363158
8671.46104113033,-0.17358957
8681.461041009257,-0.1735972
8691.461040888185,-0.17353612
8701.461040767113,-0.17351323
8711.461040646042,-0.17342924
8721.46104052497,-0.17341778
8731.461040403898,-0.17337577
8741.461040282826,-0.17334141
8751.461040161754,-0.17332996
8761.461040040682,-0.17328796
8771.46103991961,-0.17329559
8781.461039798538,-0.17322686
8791.461039677466,-0.17324597
8801.461039556394,-0.17322305
8811.461039435322,-0.17313905
8821.46103931425,-0.17314288
8831.461039193178,-0.17313142
8841.461039072106,-0.17308179
8851.461038951034,-0.17307416
8861.461038829962,-0.1731047
8871.46103870889,-0.17304742
8881.461038587819,-0.17311995
8891.461038466747,-0.17315815
8901.461038345675,-0.17313524
8911.461038224603,-0.17311615
8921.46103810353,-0.17308941
8931.461037982459,-0.17312379
8941.461037861387,-0.17315432
8951.461037740315,-0.17311232
8961.461037619243,-0.17314288
8971.461037498171,-0.17314287
8981.4610373771,-0.17312761
8991.461037256027,-0.17313524
9001.461037134955,-0.17319633
9011.461037013883,-0.17313142
9021.461036892812,-0.17313524
9031.46103677174,-0.1731047
9041.461036650668,-0.17313142
9051.461036529596,-0.1731047
9061.461036408524,-0.17311232
9071.461036287452,-0.17305888
9081.46103616638,-0.17305507
9091.461036045308,-0.17308943
9101.461035924236,-0.17311615
9111.461035803164,-0.17304361
9121.461035682092,-0.17296724
9131.46103556102,-0.1730627
9141.461035439948,-0.17303978
9151.461035318876,-0.1729787
9161.461035197804,-0.17297105
9171.461035076733,-0.17290616
9181.46103495566,-0.17290615
9191.461034834589,-0.1728947
9201.461034713517,-0.17290233
9211.461034592445,-0.1729176
9221.461034471373,-0.1729176
9231.4610343503,-0.17292906
9241.461034229227,-0.17297105
9251.461034108155,-0.17290616
9261.461033987083,-0.17289852
9271.461033866011,-0.17293288
9281.46103374494,-0.17294434
9291.461033623867,-0.17287561
9301.461033502796,-0.17293671
9311.461033381724,-0.17294434
9321.461033260652,-0.17298634
9331.461033139582,-0.1729558
9341.46103301851,-0.17293671
9351.461032897438,-0.17296343
9361.461032776366,-0.17299397
9371.461032655294,-0.17296724
9381.461032534222,-0.17302069
9391.46103241315,-0.17304744
9401.461032292078,-0.1729558
9411.461032171006,-0.17305507
9421.461032049934,-0.17304742
9431.461031928862,-0.17304744
9441.46103180779,-0.17302833
9451.461031686718,-0.17301306
9461.461031565646,-0.17303215
9471.461031444574,-0.17303596
9481.461031323504,-0.17298634
9491.461031202432,-0.17298251
9501.46103108136,-0.1729558
9511.461030960289,-0.17292525
9521.461030839217,-0.17295578
9531.461030718145,-0.17294434
9541.461030597073,-0.1729558
