Ewe/V,<I>/mA
-0.12193248,0.0004492316764097121
-0.12143523,0.0004492717612770872
-0.12093098,0.0004489287169875521
-0.12043014,0.000451280197349099
-0.11989935,0.0004549843715385267
-0.11941908,0.000457659656199723
-0.11891821,0.0004598571714369544
-0.1184144,0.0004606839056241121
-0.11791588,0.000461589752241569
-0.11741142,0.0004638492653073192
-0.11690401,0.0004663178741692586
-0.11643581,0.0004680350242172902
-0.11593241,0.0004695139846767659
-0.11543537,0.000472005605708415
-0.11493197,0.0004754790618419604
-0.11443812,0.0004765629617193515
-0.11392325,0.0004755065672523225
-0.11344187,0.0004761569043327633
-0.1129538,0.0004780449394780266
-0.11242834,0.0004799971520696939
-0.111912,0.0004816737949079764
-0.11143342,0.0004820209057841058
-0.11092173,0.0004854477792159261
-0.11040901,0.0004902226643295352
-0.10991175,0.0004922890619598972
-0.10942554,0.0004909278855780843
-0.10891259,0.0004889403439005107
-0.10841025,0.000491927378149102
-0.10791703,0.0004966561559908841
-0.10741236,0.0004991897815300687
-0.10692316,0.0005006357730087253
-0.10643674,0.000502137250805397
-0.10593482,0.0005045250933040854
-0.1054168,0.000506637788863297
-0.1048962,0.0005066968297561137
-0.10440256,0.0005078938966444329
-0.10392527,0.0005108272206497261
-0.10343968,0.0005131618396532148
-0.10291168,0.0005125708363872697
-0.10240909,0.0005141739299827945
-0.10192141,0.000516623157266272
-0.10141993,0.0005182488324256508
-0.1009195,0.0005218822609970548
-0.10041419,0.0005251616402583269
-0.099913977,0.0005267764143489276
-0.099416509,0.0005279981979347821
-0.098910771,0.0005305454123353398
-0.098422214,0.0005342191319936242
-0.097917564,0.0005365568248197161
-0.097410753,0.000535133744523136
-0.096915409,0.0005336279261461698
-0.096406713,0.0005356718511056683
-0.095914356,0.0005386909855318225
-0.095414557,0.0005413740123508936
-0.09491688,0.0005422900473301246
-0.094417498,0.0005418753576964851
-0.093926199,0.0005430650980323987
-0.093421943,0.0005457261776663849
-0.092899047,0.0005490886272093839
-0.092399038,0.0005511696416323261
-0.091894783,0.0005521655359054124
-0.091398165,0.0005531158384218023
-0.090907253,0.0005554546376324192
-0.090394124,0.0005563011650843363
-0.089901559,0.0005579934352647831
-0.089404516,0.0005611284765041852
-0.088917859,0.0005630914086025406
-0.088422313,0.0005648963328389591
-0.087938219,0.0005662268576324438
-0.087407671,0.0005673752261322546
-0.08689896,0.0005693174114437729
-0.086408719,0.0005719821271702188
-0.085924193,0.0005738878547466245
-0.085433945,0.000575369007088343
-0.084915914,0.0005813827702459641
-0.084413998,0.0005870816556260516
-0.08391802,0.0005903251450136791
-0.083432011,0.0005913890135734235
-0.082938366,0.0005896706176523971
-0.082416095,0.0005900619259288312
-0.081927538,0.0005913938423839603
-0.081420958,0.0005931613205002835
-0.08092647,0.0005945102224763372
-0.080425404,0.0005943010257599001
-0.079923972,0.0005951630964643002
-0.079445966,0.0005988146329872061
-0.078952119,0.0006020623652686959
-0.078450203,0.000602225992460472
-0.077923678,0.0006010606411345496
-0.077449553,0.0006018037796888332
-0.076926634,0.000604210578751865
-0.076437019,0.0006071647551801123
-0.075932138,0.000610933307177269
-0.075445287,0.0006159223146958619
-0.074941471,0.0006177814838910882
-0.074432336,0.0006194245022386339
-0.07394293,0.0006216201540222739
-0.073434658,0.0006229646802508905
-0.072933584,0.0006242867092185938
-0.072434857,0.0006261556550102724
-0.071922764,0.0006282905699966498
-0.071427844,0.0006301494472103846
-0.070944391,0.000631198182115161
-0.070443325,0.0006335985848030115
-0.069947138,0.0006348061548730206
-0.069425277,0.0006371876282813748
-0.068932056,0.0006414090082587183
-0.068443134,0.0006440589265280282
-0.067940958,0.0006444750445856104
-0.0674541,0.0006469330956962156
-0.066928014,0.00064965785107536
-0.066433512,0.000651414567780904
-0.065942854,0.0006525159812251049
-0.065434352,0.0006530601504992864
-0.064930953,0.0006572603771120254
-0.06444028,0.0006610061342076715
-0.063934967,0.000660882023145886
-0.063441537,0.00066061218341119
-0.062929653,0.000660083132566402
-0.062438767,0.0006603894447228843
-0.0619464,0.00066500093877646
-0.061440453,0.0006685466927996812
-0.060933452,0.0006682093814931464
-0.060451254,0.0006687662290561225
-0.059955504,0.0006716813192421634
-0.059457615,0.00067361253584549
-0.05894912,0.0006752470973744326
-0.058451671,0.0006784604272441156
-0.057951231,0.0006826813047761532
-0.057439376,0.0006832205317619747
-0.056970518,0.0006807834724895632
-0.056465425,0.0006814344338232046
